yoruba,english
"Ìwáàdí rẹ̀ sàfihàn wípé bí wọ́n bá lo òmóònù, yíò mún kí ẹ̀dọ̀fọ́ró ọmọoyún tètè dàgbà.",His research showed that if a hormone was administered it would speed up the baby's foetal lung maturation.
Xinhua sọ ọ́ di mímọ̀ wípé àwọn asèwádìí ìjọba ti gba àpótí dúdú àkọọ́lẹ̀ ogun méjì padà lọ́jọ́ọ̀rú.,Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.
Àwọn ẹlẹ́gbé oníìjàkadì náà gbóríyìn fún Luna.,Fellow wrestlers also paid tribute to Luna.
Tommy Dreamer sọ wípé “Luna jẹ Ọbabìnrin Alailopláìlópin Àkọ́kọ́. Olùṣàkóso mi àkọ́kọ́. Luna ṣe aláìsíní alé òṣùpá mejiméjì. Aláìlẹ́gbé púpò bí rẹ. Alágbára obìnrin .”,"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""
Dustin “Goldust” Runnels sọ wípé “Luna náà dá yàtọ̀ bí i tèmi...bóyá ó tilẹ̀ ju tèmi lọ...Mo fẹ́ràn rẹ̀ àti pé mà á sàárò rẹ̀...ìrètí wà wípé ó wà níbi tó dára.”,"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."""
"Nínú àwọn ènìyàn egbèje tí wọ́n rí saájú ètò ìdìbò àpapọ̀ ọdún 2010, àwọn tí ó takoìdi orílẹ̀ olómìnira ilẹ̀ Australia láti ọdún 2008 fi ìdá mẹ́jọ pọ̀ si.","Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008."
Aladari ijoba fi’di he Julia Gillard so nigba ipolongo eto idibo ijoba apapo odun 2010 wipe oun gbagbo pe Autralia yio ni ominira ni opin isejoba Oba’binrin Elizabeth II.,Caretaker Prime Minister Julia Gillard claimed during the campaign of the 2010 federal election that she believed Australia should become a republic at the end of Queen Elizabeth II's reign.
"Ìdá mẹ́rìnlélọ́gbọ̀n àwọn tó wà níbi ìdìbò ló ní ìwòye yìí, pé kí Queen Elizabeth II jẹ́ orí adé ilẹ̀ Australia tó kẹ́yìn.","34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch."
Ní apá kan ní idìbo ìdámẹ́wa 29 ló wà àwọn ìwádí gbagbo wipe Ọstrelia mato di ripobiliki n gẹ́lẹ́ ti o ṢeéṢe idamewa 31 wipe kí Ostrelia ma di ripobiliki rara.,"At the extremes of the poll, 29 per cent of those surveyed believe Australia should become a republic as soon as possible, while 31 per cent believe Australia should never become a republic."
"Asiwaju oniwúra ti Olimpiki ló yẹ kó wẹ̀ ní eré 100m àti 200m igbasile àti eré ikọlẹ mẹ́ta ní Ìdíje Olimpiki, ṣùgbọ́n torípé ó fohùn lẹ̀ wọn ṣàríyanjiyàn bó ya ara rẹ̀ yá gá.","The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt."
Kò tí ì le lo àwọn òògùn tó nílò láti borí ìnira rẹ̀ níbí wọ́n se ti fòfin dèwọ́n nínú ìdíje.,He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.
"Curtis Cooper, onímọ̀ ìsirò àti ọ̀jọ̀gbọ́n ìmọ̀ ìjìnlẹ̀ ẹ̀rọ ayárabíàṣà nílé ẹ̀kọ́ gíga fásitì Central Missouri ti se àwárí prime number tó pọ̀ jùlọ tí a mọ̀ ní ọjọ́ karùndínlọ́gbọ̀n osù kínni.","Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25."
Ọ̀pọ̀lọpọ̀ ló sé àfimúnlẹ̀ àwárí lílo orísìírísìí ohun èlò bí yó bá fi di Osù Kejì àti wípé wọ́n kéde rẹ̀ lọ́jọ́ ìṣẹ́gun.,Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.
O ṣeéṣe kí kọ́mẹ́tì jọ́nà tí omí ma ń fi dé ilé ayé pẹ̀lù nkan ọ̀gáníkì tó ní protini nínú tó ṣì n gbe èémí lẹ́yìn.,Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.
"Àwọn onímọ̀ ìjìnlẹ̀ lóye bí ilé àyé ṣe wáyé, pàápàá bí ilé orí ilẹ̀ ṣe dáyé, nìgbàtí ǹkan bí yìnyín àti eruku kọlu Orí ilẹ̀ ní ọ̀pọ̀lọpọ̀ ìgbà sẹ́yìn.","Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago."
"Cuomo, ọmọ ọdún mẹtàléláàdọ́ta, bẹ̀rẹ̀ iṣẹ gẹ́gẹ́ bíi gómínà ní ìbẹ̀rẹ̀ ọdún yìí, bákan ni ó sì sọ àbá kí ọkùnrin máa fẹ́ ọkùnrin àti kí obìnrin máa fẹ́ obìnrin di àṣẹ.","Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage."
O ṣàfiwé àwọn àhesọ gẹ́gẹ́ bí “ìsọkúsọ òṣèlù àti ọ̀rọ̀ ọ̀dẹ̀”.,"He referred to the rumors as ""political chatter and silliness""."
Àsọtẹ́lẹ̀ ti wà nípa ọkùnrin náà pé yíò díje dunpò ààrẹ lọ́dún 2016.,He is speculated to make a run for president in 2016.
NextGen jẹ́ ọ̀nà tí FAA sọ pé wọ́n ma fàyègba ọks òfurufú láti fo ní ibi ti kò jìnà wan sì ma tọ̀jú gálanù epo.,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.
"O ṣe àmúlò ìmọ̀ ẹ̀rọ tí orísun rè jẹ́ sátáláìtì, èyí tí o yàtò sí àfiwé ìmọ̀ ẹ̀rọ orílẹ̀ àtijó láti fi àyè gba àwọn adarí láti tọ́ka sí ọkọ̀ òfuurufú ní pàtó àti láti fún àwọn awako ní àwọn iròyìn tó ṣe déédéé .",It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.
"Kò sí àlékún owó ìrìnnà, àwọn ọkọ̀ ojú irin abẹ́ ilẹ̀ kò ní dúró ní Wembley, àwọn ibi ìgbọ́kọ̀sí kò sí nílẹ̀ lábẹ́ ilẹ̀.","No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground."
Ìbẹ̀rùbojo àísi ohun ìrìnnà mú kí o sẹésẹ pe ìdíjẹ náà kò ní lẹ wáyẹ́ ní ojútáyẹ́ làísí àwọn alátìlẹyìn níbẹ̀.,Fears of lack of transportation raised the possibility that the game would be forced to play behind closed doors without the team's supporters.
Igbejade iwadi kan ni Ojobo ninu iwe iroyin imo ijinle jabo lori iparapo eya eye tuntun kan lori erekusu Ecuadorean Galapagos.,A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.
"Àwọn aṣèwádìí láti ilé ẹ̀kọ́ gíga Princeton ní United States àti Ilé ẹ̀ka gíga Uppsala ní sweden jábọ̀ ìròyìn ẹ̀yà tuntun ní ó wà ní ìran méjì, ṣùgbọ́n ètò yìí ma ń gba àkókò, látàrí dídàgbà láàrín endemic Darwin finch, Geospiza forted, àti ìṣílọ cactus finch, Geospiza conirostris.","Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris."
"A lè kan wúra sí àpere púpọ̀, a lè yíi sí àpere kékèké.",Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.
"Wọ́n lè fàá sínu wáyà tó tínrín, tí a lè yí tí a tún lè dì a lè gbá ǹkan le lórí tàbí kí a we sínu aṣọ.","It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets."
"O ṣeeṣe ni tinrin, ti a o si fi bo irin miran. o si ṣeeṣe ni ọna ti o jẹ wipe yio ṣe lo lati fi ṣe ẹṣo si awon aworan alafowoya ninu awọn iwe ti a n pe ni “Illuminated manuscript.”","It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called ""illuminated manuscripts""."
Eléyìí ni à ń pè ní pH apòògùn. O lè se asàmì pẹ̀lú lílo ohun ẹlẹ́rìndòdò pupa ti kábèjì.,This is called a chemical's pH. You can make an indicator using red cabbage juice.
Omi kabeeji maa paro awo eyi dalelori oye asidi tabi besiki (alkalaini) to wa ninu kemika naa.,The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.
Átọka ìwọ̀n áásìdì sàfihàn nípasè iyẹ Hydrogen ( H nínú pH) mólẹ́kù nínú kẹ́míkàli tí a sẹ àyẹ̀wò rẹ.,The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.
Hydrogen ions jẹ́ protons tó ní electron tí wọ́n bọ́ lára wọn (nítoríHydrogen atoms ní proton kan àti electron kan).,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).
Po àwọn eruku gbígbẹ̀ méjì pọ̀ kí o wa mún ọ̀wọ́ tútù tó mọ́ fi fún wọn pọ̀ di bọ́ọ̀lù.,"Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball."
"Ọ̀rinrin ọwọ́ rẹ yíò dáhùn kíákíá sì ìpele tó wà níta, èyí tí yíò rí bákan tàbí se àkójọ ìkaraun.","The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell."
"Àwọn ìlú Harappa àti Mohenjo-daro fẹẹrẹ ní ilé ìgbònsẹ̀ oní kọ̀lọ̀fìn omi ní gbogbo ilé, ti o so mọ ìlànà kógbè-kógbè ẹlẹgẹ́.","The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system."
A ti rí ṣálángá tó ṣẹkù nínú àwọn ilé ní agbègbè Minoan ti Crete àti Santorini ní Greece.,Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.
"Ile igbonse wa ni Ijipti, Pesia ati Saina atijo. Ni Roomu, ile igbonse maa n saba wa lara ibi iwe gbogboogbo ni ibi ti okunrin ati obinrin ma n jo wapo.","There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company."
"Ti o ba pe eniti o jina si o pelu egberun maili, ero ayelujara lo n lo.","When you call someone who is thousands of miles away, you are using a satellite."
Sátálàìtì tó wà nínú òfúrufú ń gba ìpè ó sì tún sàfihàn rẹ̀ pádà sílẹ̀ lẹ́sẹ̀kẹsẹ̀.,"The satellite in space gets the call and then reflects it back down, almost instantly."
Wọ́n ran satalaiti ló sí spéèsì pẹ̀lú rokeeti. Àwọn onimo sayensi ma n lo teliskoopi ni sleesi nitori pe afẹ́fẹ́ ma n kóba ina wa ati nkan to ba ri.,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.
O pẹ fún rọkẹtì nla tó ga jù ìwọ̀n ẹsẹ́ ọgọ́rùn kan lọ láti gbẹ satelaiti tábì àwọn ẹ̀rọ́ ìwòyẹ sínú òfuruufú.,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.
Wíìlì ti yí àyé padà ní ọ̀nà púpọ̀. Nkan tó tóbi jùlọ tí wíìlì ṣe fún wa ni pé o mú ìrìn àjò yá àti rọrùn fún wa.,The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.
"Ó ti mún ọkọ̀ ojú irin, ọkọ̀ ilẹ̀ àtàwọn ohun èlò ìrìnnà míràn wá.","It has brought us the train, the car, and many other transportation devices."
Àwọn olóógbò kéèké tó má ń jẹ àwọn àpajẹ kéèkèé bẹ̀rẹ̀ láti orí ehiri lọ sí ìgalà àti àgbọ̀nrín.,Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.
"NÍgbẹ̀yìn, ọ̀pọ̀lọpọ̀ àwọn olóógbò kéèké (nínú èyí tí olóógbó igbó wà) ó má ń jẹ ọ̀pọ̀lọpọ̀ àpajẹ bíi kòkòrò, èkúté, aláǹgbá àti ẹyẹ.","Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds."
"Àṣírí àṣeyọrí wọn ní ìmọ̀ nípa níṣì, iṣẹ́ àkànṣe tí ológbò kookan lè ṣe láyì díje pẹ̀lú àwọn míì.","The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others."
"Kìnìún ni ẹranko ológbò tó lajú jù, tí o máa n wà ní agbo ńlá tí a sì máa ń pè ní olólà ijù.","Lions are the most social cats, living in large groups called prides."
"Àkójọpọ̀ kínìú jẹ́ akọ métà, pẹ̀lú ọgbọ̀n abo àti àwọn ọmọ wọn.","Prides are made up of one to three related adult males, along with as many as thirty females and cubs."
"Àwọn obìnrin wọn ma ń súma ara wọn, nítorí wọ́n jẹ́ ẹbí tó tóbi tóní àwọn ọmọ obìnri.","The females are usually closely related to each other, being a large family of sisters and daughters."
"Àwọn àkópọ̀ kìnìhún máà wùwà bí àpẹ́jọpọ̀ ìkookò tàbí ajá, ìyanilẹ́nu ló jẹ́ wípẹ́ awon ẹranko bi kìnìhún (àmọ́ tí kì í se àwọn olóńgbò tó tóbi) ní ìhùwàsí, pẹ̀lú pé wọ́n léwu fún àwọn ẹranko ìjẹ..","Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey."
"Eléré ìje tó dá ń tọ́, ẹkùn lè gùn ún (ó lè má tọ̀ọ́ dáadáa)lúwẹ̀ẹ́, fo ibi tó jínna, bẹ́ẹ̀ ló lè fa ohun tí èèyàn tó sángun lè fà fún ìgbà márùn ún.","A well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human."
"Ẹkùn náà wà nínu ẹgbk kanáà (Genus Panthera) gẹ́gk bí kìnìú, àmọ̀tékù, àti olóngbò ńlá. Àwọn olọ́ngbò mẹrin wọ̀nyí nìkan ló lè dún.","The tiger is in the same group (Genus Panthera) as lions, leopards, and jaguars. These four cats are the only ones who can roar."
"Kikun ekun ko dabi ti kinikun to kun, sugbon o dabi gbolohun aso, oro onigbe.","The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words."
"Àwọn olóńgbò jẹranjẹran féràn láti ma jẹ ẹranko kekeke. Wọn a mú àwọn ọ̀bọ, ejò, ẹ̀kútẹ́ àti ẹyẹ tí ọwọ́ wọn bá tẹ̀. Bí i gbogbo ẹranko ti olóńgbo jẹranjẹran fi n ṣe ọdẹ rẹ ni o kẹ́rẹ́ juu lọ.","Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is."
Àwọn onímọ̀ sáyẹnsì gbàgbọ́ pé àwọn Osiloti ma ń fí oorun wá àti tẹ̀lé eranko tí wọn fẹ́ jẹ.,"Scientists think that ocelots follow and find animals to eat (prey) by smell, sniffing for where they've been on the ground."
Wọ́n ríran dada ní òkùnkùn pẹ̀lú iràn òkùnkùn àti pe wọn ma n yọ́ rìn náà. Àwọn Osiloti ma n pa àwọ̀ da láti bá àyíká rẹ̀ rẹ́ kó ba lè bà léàwọn eranko tí wọ́n ma jẹ.,"They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey."
Nígbà tí ẹgbẹ́ kékeré nǹkan abẹ̀mí (tó kéré níye) bá yẹra kúrò lọ́dọ̀ àwọn olùgbé àkọ́kọ́ tíwọ́n ti wá (bí i kí wọ́n kúrò lórí òkè àbí odò tàbí tí wọ́n bá kó lọ sí erékùsù tuntun kí wọ́n má lè padà mọ́) wọ́n yíò ri wípé wọ́n bára wọn ní àyíká tó yàtọ̀ ju ibi tí wọ́n wà tẹ́lẹ̀ lọ.,"When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before."
